Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
2069,tt0037865,2016-08-01,2016-08-01,,"Leave Her to Heaven","Leave Her to Heaven",https://www.imdb.com/title/tt0037865/,Movie,7.6,110,1945,"Drama, Film-Noir, Romance, Thriller",16213,1946-01,"John M. Stahl"
2070,tt0315543,2016-08-01,2016-08-01,,"Open Hearts","Elsker dig for evigt",https://www.imdb.com/title/tt0315543/,Movie,7.5,113,2002,"Drama, Romance",11475,2002-09-06,"Susanne Bier"
2071,tt2115295,2016-08-01,2016-08-01,,"Ginger & Rosa","Ginger & Rosa",https://www.imdb.com/title/tt2115295/,Movie,6.2,90,2012,"Drama",12061,2012-10-19,"Sally Potter"
2072,tt0113083,2016-08-01,2016-08-01,,"The Flower of My Secret","La flor de mi secreto",https://www.imdb.com/title/tt0113083/,Movie,7.0,103,1995,"Comedy, Drama",13519,1996-03-08,"Pedro Almodóvar"
2073,tt0216787,2016-08-01,2016-08-01,,"The Taste of Others","Le goût des autres",https://www.imdb.com/title/tt0216787/,Movie,7.2,112,2000,"Comedy, Drama, Romance",10964,2000-03-01,"Agnès Jaoui"
2074,tt0202381,2016-08-01,2016-08-01,,"Guest House Paradiso","Guest House Paradiso",https://www.imdb.com/title/tt0202381/,Movie,6.1,89,1999,"Comedy, Thriller",11027,1999-12-03,"Adrian Edmondson"
2075,tt1805297,2016-08-01,2016-08-01,,"The Women on the 6th Floor","Les femmes du 6e étage",https://www.imdb.com/title/tt1805297/,Movie,7.1,102,2010,"Comedy",10904,2011-10-07,"Philippe Le Guay"
2076,tt1020543,2016-08-01,2016-08-01,,"Infestation","Infestation",https://www.imdb.com/title/tt1020543/,Movie,5.8,91,2009,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",10109,2009-11-28,"Kyle Rankin"
2077,tt1111948,2016-08-01,2016-08-01,,"Soul Men","Soul Men",https://www.imdb.com/title/tt1111948/,Movie,6.4,100,2008,"Comedy, Drama, Music",12145,2008-11-07,"Malcolm D. Lee"
2078,tt0351461,2016-08-01,2016-08-01,,"Noi the Albino","Nói albinói",https://www.imdb.com/title/tt0351461/,Movie,7.3,93,2003,"Comedy, Drama",9789,2003-02-28,"Dagur Kári"
2079,tt0081506,2016-08-01,2016-08-01,,"Shogun Assassin","Shogun Assassin",https://www.imdb.com/title/tt0081506/,Movie,7.3,85,1980,"Action, Adventure",11817,1980-11-07,"Robert Houston, Kenji Misumi"
2080,tt0073012,2016-08-01,2016-08-01,,"The Four Musketeers","The Four Musketeers",https://www.imdb.com/title/tt0073012/,Movie,6.9,108,1974,"Action, Adventure, Romance",12603,1975-02-26,"Richard Lester"
2081,tt0037635,2016-08-01,2016-08-01,,"Dead of Night","Dead of Night",https://www.imdb.com/title/tt0037635/,Movie,7.5,77,1945,"Drama, Fantasy, Horror, Mystery",15419,1946-02-15,"Alberto Cavalcanti, Charles Crichton, Basil Dearden, Robert Hamer"
2082,tt3707106,2016-08-01,2016-08-01,,"By the Sea","By the Sea",https://www.imdb.com/title/tt3707106/,Movie,5.3,122,2015,"Drama, Romance",23438,2015-12-09,"Angelina Jolie"
2083,tt0058135,2016-08-01,2016-08-01,,"The Gendarme of Saint-Tropez","Le gendarme de Saint-Tropez",https://www.imdb.com/title/tt0058135/,Movie,7.1,90,1964,"Comedy, Crime",14893,1964-09-09,"Jean Girault"
2084,tt3733774,2016-08-01,2016-08-01,,"The Trust","The Trust",https://www.imdb.com/title/tt3733774/,Movie,5.5,92,2016,"Action, Crime, Drama, Mystery, Thriller",21719,2016-05-13,"Alex Brewer, Benjamin Brewer"
2085,tt2474976,2016-08-01,2016-08-01,,"The Hallow","The Hallow",https://www.imdb.com/title/tt2474976/,Movie,5.7,97,2015,"Fantasy, Horror, Thriller",19680,2015-11-05,"Corin Hardy"
2086,tt0055852,2016-08-01,2016-08-01,,"Cléo from 5 to 7","Cléo de 5 à 7",https://www.imdb.com/title/tt0055852/,Movie,7.8,90,1962,"Comedy, Drama, Music",30413,1962-04-11,"Agnès Varda"
2087,tt0384504,2016-08-01,2016-08-01,,"Saving Face","Saving Face",https://www.imdb.com/title/tt0384504/,Movie,7.4,91,2004,"Comedy, Drama, Romance",14842,2005-06-24,"Alice Wu"
2088,tt0996979,2016-08-01,2016-08-01,,"Alien Raiders","Alien Raiders",https://www.imdb.com/title/tt0996979/,Movie,5.6,85,2008,"Action, Horror, Sci-Fi, Thriller",9437,2008-09-21,"Ben Rock"
2089,tt0114671,2016-08-01,2016-08-01,,"Land and Freedom","Land and Freedom",https://www.imdb.com/title/tt0114671/,Movie,7.5,109,1995,"Drama, War",12682,1996-03-22,"Ken Loach"
2090,tt0087451,2016-08-01,2016-08-01,,"The Ice Pirates","The Ice Pirates",https://www.imdb.com/title/tt0087451/,Movie,5.6,94,1984,"Action, Adventure, Comedy, Romance, Sci-Fi",12543,1984-03-16,"Stewart Raffill"
2091,tt0115710,2016-08-01,2016-08-01,,"Blood and Wine","Blood and Wine",https://www.imdb.com/title/tt0115710/,Movie,6.0,101,1996,"Crime, Drama, Thriller",11340,1997-02-21,"Bob Rafelson"
2092,tt0070842,2016-08-01,2016-08-01,,"Turkish Delight","Turks fruit",https://www.imdb.com/title/tt0070842/,Movie,7.1,108,1973,"Drama, Romance",12535,1974-09-27,"Paul Verhoeven"
2093,tt0118768,2016-08-01,2016-08-01,,"The Brave","The Brave",https://www.imdb.com/title/tt0118768/,Movie,6.1,123,1997,"Drama",11217,1997-07-30,"Johnny Depp"
2094,tt2286990,2016-08-01,2016-08-01,,"The Right Kind of Wrong","The Right Kind of Wrong",https://www.imdb.com/title/tt2286990/,Movie,6.1,97,2013,"Comedy, Romance",10269,2014-02-06,"Jeremiah S. Chechik"
2095,tt0435528,2016-08-01,2016-08-01,,"Whisper","Whisper",https://www.imdb.com/title/tt0435528/,Movie,5.7,94,2007,"Crime, Drama, Horror, Thriller",10436,2007-05-16,"Stewart Hendler"
2096,tt1368440,2016-08-01,2016-08-01,,"Branded","Branded",https://www.imdb.com/title/tt1368440/,Movie,4.6,106,2012,"Drama, Fantasy, Sci-Fi, Thriller",9460,2012-09-07,"Jamie Bradshaw, Aleksandr Dulerayn"
2097,tt1247662,2016-08-01,2016-08-01,,"The Good Guy","The Good Guy",https://www.imdb.com/title/tt1247662/,Movie,5.7,90,2009,"Comedy, Romance",10010,2010-02-19,"Julio DePietro"
2098,tt0058715,2016-08-01,2016-08-01,,"The Gospel According to St. Matthew","Il vangelo secondo Matteo",https://www.imdb.com/title/tt0058715/,Movie,7.6,137,1964,"Biography, Drama, History",14707,1965-03-03,"Pier Paolo Pasolini"
2099,tt0042451,2016-08-01,2016-08-01,,"Father of the Bride","Father of the Bride",https://www.imdb.com/title/tt0042451/,Movie,7.1,92,1950,"Comedy, Drama, Romance",13294,1950-06-16,"Vincente Minnelli"
2100,tt0465670,2016-08-01,2016-08-01,,"Wilderness","Wilderness",https://www.imdb.com/title/tt0465670/,Movie,6.1,93,2006,"Action, Horror",10748,2006-08-11,"MJ Bassett"
2101,tt0120757,2016-08-01,2016-08-01,,"The Mod Squad","The Mod Squad",https://www.imdb.com/title/tt0120757/,Movie,4.3,92,1999,"Action, Crime, Thriller",9828,1999-03-26,"Scott Silver"
2102,tt0289408,2016-08-01,2016-08-01,,"The Powerpuff Girls Movie","The Powerpuff Girls Movie",https://www.imdb.com/title/tt0289408/,Movie,6.5,73,2002,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",11512,2002-07-03,"Craig McCracken"
2103,tt0330994,2016-08-01,2016-08-01,,"Titanic: The Legend Goes On...","Titanic - La leggenda continua",https://www.imdb.com/title/tt0330994/,Movie,1.5,90,2000,"Animation, Family, Fantasy, Romance",9772,2000-09-15,"Camillo Teti"
2104,tt0165546,2016-08-01,2016-08-01,,"The Wounds","Rane",https://www.imdb.com/title/tt0165546/,Movie,8.0,103,1998,"Comedy, Crime, Drama, War",12317,1998-05-15,"Srdjan Dragojevic"
2105,tt0083642,2016-08-01,2016-08-01,,"The Best Little Whorehouse in Texas","The Best Little Whorehouse in Texas",https://www.imdb.com/title/tt0083642/,Movie,6.1,114,1982,"Comedy, Musical",14184,1982-07-23,"Colin Higgins"
2106,tt0125971,2016-08-01,2016-08-01,,"Outside Providence","Outside Providence",https://www.imdb.com/title/tt0125971/,Movie,6.4,96,1999,"Comedy, Drama, Romance",9672,1999-09-01,"Michael Corrente"
2107,tt0093713,2016-08-01,2016-08-01,,"Pelle the Conqueror","Pelle erobreren",https://www.imdb.com/title/tt0093713/,Movie,7.7,157,1987,"Drama",12451,1988-12-21,"Bille August"
2108,tt2920808,2016-08-01,2016-08-01,,"God's Pocket","God's Pocket",https://www.imdb.com/title/tt2920808/,Movie,6.1,88,2014,"Crime, Drama",13048,2014-08-08,"John Slattery"
2109,tt0035211,2016-08-01,2016-08-01,,"The Pride of the Yankees","The Pride of the Yankees",https://www.imdb.com/title/tt0035211/,Movie,7.6,128,1942,"Biography, Drama, Romance, Sport",12698,1943-03-05,"Sam Wood"
2110,tt2459156,2016-08-01,2016-08-01,,"Copenhagen","Copenhagen",https://www.imdb.com/title/tt2459156/,Movie,7.0,98,2014,"Adventure, Drama, Romance",14175,2014-10-03,"Mark Raso"
2111,tt0044953,2016-08-01,2016-08-01,,"The Naked Spur","The Naked Spur",https://www.imdb.com/title/tt0044953/,Movie,7.3,91,1953,"Drama, Thriller, Western",13600,1953-02-01,"Anthony Mann"
2112,tt0061177,2016-08-01,2016-08-01,,"What's Up, Tiger Lily?","What's Up, Tiger Lily?",https://www.imdb.com/title/tt0061177/,Movie,5.8,80,1966,"Adventure, Comedy, Crime, Thriller",10291,1966-11-02,"Woody Allen, Senkichi Taniguchi"
2113,tt0031225,2016-08-01,2016-08-01,,"Destry Rides Again","Destry Rides Again",https://www.imdb.com/title/tt0031225/,Movie,7.6,95,1939,"Comedy, Western",13246,1939-12-29,"George Marshall"
2114,tt0108281,2016-08-01,2016-08-01,,"Tai Chi Master","Tai gik Cheung Sam Fung",https://www.imdb.com/title/tt0108281/,Movie,7.2,96,1993,"Action, Comedy, Drama, Thriller",11459,1993-11-18,"Yuen Woo-Ping"
2115,tt1252596,2016-08-01,2016-08-01,,"Ajab Prem Ki Ghazab Kahani","Ajab Prem Ki Ghazab Kahani",https://www.imdb.com/title/tt1252596/,Movie,6.4,150,2009,"Action, Comedy, Musical, Romance",18380,2009-11-06,"Rajkumar Santoshi"
2116,tt2524674,2016-08-01,2016-08-01,,"Wetlands","Feuchtgebiete",https://www.imdb.com/title/tt2524674/,Movie,5.8,109,2013,"Comedy, Drama",12790,2013-08-22,"David Wnendt"
2117,tt0073692,2016-08-01,2016-08-01,,"Shampoo","Shampoo",https://www.imdb.com/title/tt0073692/,Movie,6.4,110,1975,"Comedy, Drama",15392,1975-03-13,"Hal Ashby"
2118,tt0047422,2016-08-01,2016-08-01,,"River of No Return","River of No Return",https://www.imdb.com/title/tt0047422/,Movie,6.6,91,1954,"Action, Adventure, Drama, Music, Romance, Western",13900,1954-05-21,"Otto Preminger, Jean Negulesco"
2119,tt2069100,2016-08-01,2016-08-01,,"The Third Half","Treto poluvreme",https://www.imdb.com/title/tt2069100/,Movie,7.4,113,2012,"Drama, History, Romance, Sport, War",8429,2012-09-27,"Darko Mitrevski"
2120,tt0066249,2016-08-01,2016-08-01,,"The Private Life of Sherlock Holmes","The Private Life of Sherlock Holmes",https://www.imdb.com/title/tt0066249/,Movie,7.0,125,1970,"Adventure, Comedy, Crime, Mystery, Romance, Thriller",14443,1970-10-29,"Billy Wilder"
2121,tt0349416,2016-08-01,2016-08-01,,"Eulogy","Eulogy",https://www.imdb.com/title/tt0349416/,Movie,6.4,91,2004,"Comedy, Drama",9568,2004-09-26,"Michael Clancy"
2122,tt0079638,2016-08-01,2016-08-01,,"Norma Rae","Norma Rae",https://www.imdb.com/title/tt0079638/,Movie,7.3,114,1979,"Drama",13688,1979-03-02,"Martin Ritt"
2123,tt1436559,2016-08-01,2016-08-01,,"Love, Wedding, Marriage","Love, Wedding, Marriage",https://www.imdb.com/title/tt1436559/,Movie,4.8,90,2011,"Comedy, Romance",9707,2011-06-24,"Dermot Mulroney"
2124,tt0087921,2016-08-01,2016-08-01,,"Places in the Heart","Places in the Heart",https://www.imdb.com/title/tt0087921/,Movie,7.4,111,1984,"Drama",15017,1984-10-05,"Robert Benton"
2125,tt1067733,2016-08-01,2016-08-01,,"Patrik, Age 1.5","Patrik 1,5",https://www.imdb.com/title/tt1067733/,Movie,6.9,103,2008,"Comedy, Drama, Romance",10689,2008-09-12,"Ella Lemhagen"
2126,tt1328634,2016-08-01,2016-08-01,,"New York","New York",https://www.imdb.com/title/tt1328634/,Movie,6.8,153,2009,"Crime, Drama, Thriller",12790,2009-06-26,"Kabir Khan"
2127,tt1196956,2016-08-01,2016-08-01,,"One Chance","One Chance",https://www.imdb.com/title/tt1196956/,Movie,6.8,103,2013,"Biography, Comedy, Drama, Music",13858,2013-10-25,"David Frankel"
2128,tt0093412,2016-08-01,2016-08-01,,"Law of Desire","La ley del deseo",https://www.imdb.com/title/tt0093412/,Movie,7.1,102,1987,"Comedy, Drama, Thriller",15118,1987-03-05,"Pedro Almodóvar"
2129,tt1610452,2016-08-01,2016-08-01,,"Band Baaja Baaraat","Band Baaja Baaraat",https://www.imdb.com/title/tt1610452/,Movie,7.2,139,2010,"Comedy, Drama, Romance",19067,2010-12-10,"Maneesh Sharma"
2130,tt0090667,2016-08-01,2016-08-01,,"Asterix in Britain","Astérix chez les Bretons",https://www.imdb.com/title/tt0090667/,Movie,7.1,79,1986,"Animation, Adventure, Comedy, Family, Fantasy",13281,1987-07-10,"Pino Van Lamsweerde"
2131,tt0200654,2016-08-01,2016-08-01,,"On Board","Gemide",https://www.imdb.com/title/tt0200654/,Movie,7.9,102,1998,"Crime, Drama",17020,1998-12-04,"Serdar Akar"
2132,tt1391137,2016-08-01,2016-08-01,,"Why Did I Get Married Too?","Why Did I Get Married Too?",https://www.imdb.com/title/tt1391137/,Movie,4.8,121,2010,"Comedy, Drama, Romance",10677,2010-04-02,"Tyler Perry"
2133,tt1808197,2016-08-01,2016-08-01,,"Incir Reçeli","Incir Reçeli",https://www.imdb.com/title/tt1808197/,Movie,6.5,94,2011,"Drama, Romance",15270,2011-02-11,"Aytaç Agirlar"
2134,tt1106860,2016-08-01,2016-08-01,,"Ca$h","Ca$h",https://www.imdb.com/title/tt1106860/,Movie,5.9,108,2010,"Crime, Thriller",10409,2010-03-26,"Stephen Milburn Anderson"
2135,tt1929308,2016-08-01,2016-08-01,,"Magic Magic","Magic Magic",https://www.imdb.com/title/tt1929308/,Movie,5.0,97,2013,"Drama, Thriller",10623,2013-08-28,"Sebastián Silva"
2136,tt0210382,2016-08-01,2016-08-01,,"The Weight of Water","The Weight of Water",https://www.imdb.com/title/tt0210382/,Movie,5.8,114,2000,"Crime, Drama, Mystery, Thriller",10399,2002-07-31,"Kathryn Bigelow"
2137,tt0086935,2016-08-01,2016-08-01,,"Balkan Spy","Balkanski spijun",https://www.imdb.com/title/tt0086935/,Movie,8.7,95,1984,"Comedy, Drama",13194,1987-10-08,"Dusan Kovacevic, Bozidar 'Bota' Nikolic"
2138,tt1233219,2016-08-01,2016-08-01,,"My Son, My Son, What Have Ye Done","My Son, My Son, What Have Ye Done",https://www.imdb.com/title/tt1233219/,Movie,6.1,91,2009,"Drama, Thriller",11236,2010-07-08,"Werner Herzog"
2139,tt0396707,2016-08-01,2016-08-01,,"The Secret of Moonacre","The Secret of Moonacre",https://www.imdb.com/title/tt0396707/,Movie,6.1,103,2008,"Adventure, Family, Fantasy, Romance",11807,2009-02-06,"Gabor Csupo"
2140,tt0158714,2016-08-01,2016-08-01,,"Lady Snowblood","Shurayuki-hime",https://www.imdb.com/title/tt0158714/,Movie,7.6,97,1973,"Action, Crime, Drama, Thriller",18034,1974-03-22,"Toshiya Fujita"
2141,tt0065051,2016-08-01,2016-08-01,,"Support Your Local Sheriff!","Support Your Local Sheriff!",https://www.imdb.com/title/tt0065051/,Movie,7.4,92,1969,"Comedy, Western",14022,1969-03-26,"Burt Kennedy"
2142,tt3742284,2016-08-01,2016-08-01,,"NH 10","NH10",https://www.imdb.com/title/tt3742284/,Movie,7.2,115,2015,"Action, Crime, Drama, Thriller",14696,2015-03-13,"Navdeep Singh"
2143,tt1867093,2016-08-01,2016-08-01,,"The Samaritan","The Samaritan",https://www.imdb.com/title/tt1867093/,Movie,5.6,90,2012,"Crime, Drama, Thriller",10491,2012-04-20,"David Weaver"
2144,tt0110570,2016-08-01,2016-08-01,,"The Monster","Il mostro",https://www.imdb.com/title/tt0110570/,Movie,7.3,112,1994,"Comedy, Crime, Mystery",12128,1996-04-19,"Roberto Benigni"
2145,tt0069865,2016-08-01,2016-08-01,,"Charley Varrick","Charley Varrick",https://www.imdb.com/title/tt0069865/,Movie,7.5,111,1973,"Crime, Drama, Thriller",15157,1973-10-19,"Don Siegel"
2146,tt0112541,2016-08-01,2016-08-01,,"Blue in the Face","Blue in the Face",https://www.imdb.com/title/tt0112541/,Movie,6.6,83,1995,"Comedy",10487,1995-10-13,"Paul Auster, Wayne Wang, Harvey Wang"
2147,tt0419058,2016-08-01,2016-08-01,,"Phir Hera Pheri","Phir Hera Pheri",https://www.imdb.com/title/tt0419058/,Movie,7.4,153,2006,"Comedy, Crime",31170,2006-06-09,"Neeraj Vora"
2148,tt0057449,2016-08-01,2016-08-01,,"The Raven","The Raven",https://www.imdb.com/title/tt0057449/,Movie,6.5,86,1963,"Comedy, Drama, Fantasy, Horror",14764,1963-08-29,"Roger Corman"
2149,tt1092634,2016-08-01,2016-08-01,,"Shanghai","Shanghai",https://www.imdb.com/title/tt1092634/,Movie,6.3,105,2010,"Crime, Drama, Mystery, Romance, Thriller",10712,2015-10-02,"Mikael Håfström"
2150,tt0116684,2016-08-01,2016-08-01,,"Jane Eyre","Jane Eyre",https://www.imdb.com/title/tt0116684/,Movie,6.8,112,1996,"Drama, Romance",10628,1996-04-12,"Franco Zeffirelli"
2151,tt1650407,2016-08-01,2016-08-01,,"Turn Me On, Dammit!","Få meg på, for faen",https://www.imdb.com/title/tt1650407/,Movie,6.3,76,2011,"Comedy, Romance",9925,2011-08-19,"Jannicke Systad Jacobsen"
2152,tt1075110,2016-08-01,2016-08-01,,"The Misfortunates","De helaasheid der dingen",https://www.imdb.com/title/tt1075110/,Movie,7.3,108,2009,"Comedy, Drama",11880,2010-04-09,"Felix van Groeningen"
2153,tt0036027,2016-08-01,2016-08-01,,"I Walked with a Zombie","I Walked with a Zombie",https://www.imdb.com/title/tt0036027/,Movie,7.0,69,1943,"Drama, Fantasy, Horror, Romance",15043,1943-04-30,"Jacques Tourneur"
2154,tt0046345,2016-08-01,2016-08-01,,"Summer with Monika","Sommaren med Monika",https://www.imdb.com/title/tt0046345/,Movie,7.5,96,1953,"Drama, Romance",17339,1953-02-09,"Ingmar Bergman"
2155,tt0093220,2016-08-01,2016-08-01,,"House II: The Second Story","House II: The Second Story",https://www.imdb.com/title/tt0093220/,Movie,5.4,88,1987,"Comedy, Fantasy, Horror",13112,1987-08-28,"Ethan Wiley"
2156,tt0485323,2016-08-01,2016-08-01,,"Fullmetal Alchemist the Movie: Conqueror of Shamballa","Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono",https://www.imdb.com/title/tt0485323/,Movie,7.3,105,2005,"Animation, Action, Adventure, Drama, Fantasy",12697,2006-08-25,"Seiji Mizushima, Yutaka Nakamura"
2157,tt1667307,2016-08-01,2016-08-01,,"Damsels in Distress","Damsels in Distress",https://www.imdb.com/title/tt1667307/,Movie,5.8,99,2011,"Comedy, Drama, Romance",10201,2012-04-26,"Whit Stillman"
2158,tt0073453,2016-08-01,2016-08-01,,"Night Moves","Night Moves",https://www.imdb.com/title/tt0073453/,Movie,7.1,100,1975,"Crime, Drama, Mystery, Thriller",20514,1975-08-30,"Arthur Penn"
2159,tt0101615,2016-08-01,2016-08-01,,"Cool as Ice","Cool as Ice",https://www.imdb.com/title/tt0101615/,Movie,3.0,91,1991,"Comedy, Drama, Music, Romance",10754,1991-10-18,"David Kellogg"
2160,tt0103747,2016-08-01,2016-08-01,,"The Babe","The Babe",https://www.imdb.com/title/tt0103747/,Movie,5.9,115,1992,"Biography, Drama, Sport",12025,1992-04-17,"Arthur Hiller"
2161,tt0114272,2016-08-01,2016-08-01,,"Restoration","Restoration",https://www.imdb.com/title/tt0114272/,Movie,6.6,117,1995,"Biography, Drama, History, Romance",10275,1996-02-02,"Michael Hoffman"
2162,tt2364975,2016-08-01,2016-08-01,,"We Are the Best!","Vi är bäst!",https://www.imdb.com/title/tt2364975/,Movie,7.1,102,2013,"Drama, Music",11680,2014-06-20,"Lukas Moodysson"
2163,tt1456060,2016-08-01,2016-08-01,,"Boy Wonder","Boy Wonder",https://www.imdb.com/title/tt1456060/,Movie,6.8,93,2010,"Action, Crime, Drama, Thriller",9788,2010-08-12,"Michael Morrissey"
2164,tt2465578,2016-08-01,2016-08-01,,"Human Capital","Il capitale umano",https://www.imdb.com/title/tt2465578/,Movie,7.2,111,2013,"Crime, Drama",13953,2014-01-09,"Paolo Virzì"
2165,tt0065466,2016-08-01,2016-08-01,,"Beyond the Valley of the Dolls","Beyond the Valley of the Dolls",https://www.imdb.com/title/tt0065466/,Movie,6.1,109,1970,"Comedy, Drama, Music",12763,1970-06-17,"Russ Meyer"
2166,tt0094321,2016-08-01,2016-08-01,,"Who's That Girl","Who's That Girl",https://www.imdb.com/title/tt0094321/,Movie,4.8,92,1987,"Comedy, Romance",11756,1987-08-07,"James Foley"
2167,tt0103003,2016-08-01,2016-08-01,,"Suburban Commando","Suburban Commando",https://www.imdb.com/title/tt0103003/,Movie,4.6,90,1991,"Action, Comedy, Sci-Fi",11978,1991-10-04,"Burt Kennedy"
2168,tt0107612,2016-08-01,2016-08-01,,"Mr. Nanny","Mr. Nanny",https://www.imdb.com/title/tt0107612/,Movie,3.9,84,1993,"Action, Comedy, Family",10711,1993-10-08,"Michael Gottlieb"
2169,tt0094612,2016-08-01,2016-08-01,,"Action Jackson","Action Jackson",https://www.imdb.com/title/tt0094612/,Movie,5.6,96,1988,"Action, Comedy, Crime, Thriller",13366,1988-02-12,"Craig R. Baxley"
2170,tt0084934,2016-08-01,2016-08-01,,"Yol","Yol",https://www.imdb.com/title/tt0084934/,Movie,7.9,107,1982,"Drama",15205,1999-02-12,"Serif Gören"
2171,tt0368913,2016-08-01,2016-08-01,,"Osama","Osama",https://www.imdb.com/title/tt0368913/,Movie,7.3,83,2003,"Drama",9800,2003-06-27,"Siddiq Barmak"
2172,tt1386925,2016-08-01,2016-08-01,,"The Dead","The Dead",https://www.imdb.com/title/tt1386925/,Movie,5.7,105,2010,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller",9913,2011-10-01,"Howard J. Ford, Jonathan Ford"
2173,tt2650978,2016-08-01,2016-08-01,,"The Dark Valley","Das finstere Tal",https://www.imdb.com/title/tt2650978/,Movie,7.1,115,2014,"Action, Drama, Western",15031,2014-02-13,"Andreas Prochaska"
2174,tt0093036,2016-08-01,2016-08-01,,"Flowers in the Attic","Flowers in the Attic",https://www.imdb.com/title/tt0093036/,Movie,5.8,93,1987,"Drama, Mystery, Thriller",11912,1987-11-20,"Jeffrey Bloom"
2175,tt0116311,2016-08-01,2016-08-01,,"First Kid","First Kid",https://www.imdb.com/title/tt0116311/,Movie,5.3,101,1996,"Comedy, Family",12065,1996-08-30,"David Mickey Evans"
2176,tt0319531,2016-08-01,2016-08-01,,"I'll Sleep When I'm Dead","I'll Sleep When I'm Dead",https://www.imdb.com/title/tt0319531/,Movie,5.8,103,2003,"Crime, Drama, Mystery, Thriller",9304,2004-04-30,"Mike Hodges"
2177,tt0463392,2016-08-01,2016-08-01,,"Zombie Nation","Zombie Nation",https://www.imdb.com/title/tt0463392/,Movie,1.5,81,2004,"Horror",8333,2004-10-05,"Ulli Lommel"
